"EID","REFERRAL","NUMBER_JOBS","PROG_EXER_RATE","INTPER_RATE","PRIOR_EXP","HIRE_REC","HIRE_DATE","TURNOVER_DATE","TURNOVER"
518118,"No","2","Pass",10,"No",2,2017-05-01,NA,"No"
495328,"No","0-1","Concerns",6,"No",2,2016-02-01,2018-06-01,"Yes"
774295,"No","0-1","Pass",10,"No",2,2016-01-01,2020-07-01,"Yes"
287608,"No","0-1","Concerns",7,"Yes",0,2017-02-01,NA,"No"
646347,"No","2","Pass",8,"No",3,2016-08-01,2016-12-01,"Yes"
980911,"No","2","Pass",6,"Yes",2,2017-01-01,2020-12-01,"Yes"
631854,"No","0-1","Pass",10,"No",2,2017-07-01,2021-04-01,"Yes"
697642,"No","0-1","Pass",8,"Yes",2,2016-02-01,2016-06-01,"Yes"
323374,"No","0-1","Pass",0,"No",2,2017-01-01,2017-04-01,"Yes"
257187,"No","0-1","Pass",8,"No",2,2016-04-01,2018-05-01,"Yes"
870548,"No","0-1","Concerns",7,"No",2,2016-01-01,NA,"No"
491102,"No","2","Pass",10,"No",3,2017-06-01,2021-07-01,"Yes"
169341,"No","0-1","Pass+",7,"No",2,2017-01-01,NA,"No"
174692,"No","2","Concerns",8,"No",2,2017-01-01,2019-03-01,"Yes"
818084,"No","0-1","Pass",8,"No",2,2016-03-01,2020-08-01,"Yes"
111292,"No","2","Pass+",10,"No",2,2016-03-01,2016-06-01,"Yes"
936572,"No","2","Concerns",10,"No",1,2016-01-01,2021-01-01,"Yes"
302905,"No","0-1","Pass",9,"No",2,2016-04-01,NA,"No"
578412,"No","2","Pass",5,"No",2,2017-04-01,2018-07-01,"Yes"
269294,"No","0-1","Pass",9,"Yes",2,2016-02-01,NA,"No"
149950,"No","3+","Pass",10,"No",2,2016-02-01,2018-04-01,"Yes"
422364,"Yes","2","Concerns",9,"No",2,2016-10-01,NA,"No"
416441,"No","0-1","Pass",10,"Yes",2,2016-01-01,NA,"No"
693933,"No","0-1","Pass",8,"No",3,2016-01-01,2018-02-01,"Yes"
458582,"No","2","Pass",10,"No",2,2016-02-01,NA,"No"
792085,"No","0-1","Pass+",3,"No",2,2017-05-01,2019-12-01,"Yes"
818057,"No","0-1","Pass",7,"No",3,2016-02-01,NA,"No"
634879,"No","0-1","Pass",9,"No",3,2016-04-01,2016-06-01,"Yes"
597617,"No","0-1","Pass",9,"No",2,2017-01-01,2018-12-01,"Yes"
969837,"No","3+","Pass+",10,"No",2,2016-04-01,NA,"No"
311968,"No","0-1","Pass",10,"Yes",3,2016-02-01,NA,"No"
144931,"No","0-1","Pass",10,"Yes",3,2017-02-01,NA,"No"
136812,"No","0-1","Concerns",8,"No",2,2017-03-01,2019-06-01,"Yes"
434069,"No","0-1","Concerns",6,"Yes",3,2017-05-01,NA,"No"
566968,"No","3+","Pass",10,"Yes",3,2017-04-01,2017-08-01,"Yes"
687856,"Yes","0-1","Pass",7,"No",3,2017-04-01,NA,"No"
124899,"No","0-1","Concerns",8,"No",2,2016-01-01,2016-09-01,"Yes"
326701,"No","0-1","Concerns",6,"No",0,2016-01-01,2018-05-01,"Yes"
966070,"No","0-1","Concerns",8,"No",3,2017-03-01,2021-01-01,"Yes"
635720,"No","0-1","Pass",10,"Yes",2,2016-03-01,NA,"No"
683589,"No","2","Pass",7,"No",3,2017-04-01,NA,"No"
738855,"No","0-1","Pass",9,"Yes",2,2016-05-01,2018-11-01,"Yes"
490968,"No","3+","Pass",9,"No",1,2016-02-01,2019-12-01,"Yes"
569488,"No","3+","Pass",8,"No",3,2016-02-01,NA,"No"
738207,"Yes","2","Pass",10,"No",2,2017-02-01,NA,"No"
801908,"No","0-1","Pass",7,"No",3,2017-04-01,2021-01-01,"Yes"
764054,"No","2","Pass",8,"Yes",3,2017-02-01,2018-10-01,"Yes"
496698,"No","0-1","Concerns",8,"No",2,2017-02-01,NA,"No"
626838,"No","2","Concerns",10,"No",2,2017-11-01,2019-12-01,"Yes"
450023,"No","2","Pass",5,"No",1,2016-02-01,NA,"No"
675153,"No","2","Concerns",10,"No",1,2016-02-01,2017-12-01,"Yes"
790073,"No","2","Pass",9,"Yes",2,2016-02-01,2018-01-01,"Yes"
692938,"No","0-1","Pass",10,"Yes",2,2016-05-01,NA,"No"
309168,"No","0-1","Pass+",9,"No",0,2016-01-01,2021-01-01,"Yes"
766271,"No","0-1","Pass",6,"No",3,2017-02-01,NA,"No"
129798,"No","2","Pass",1,"Yes",2,2017-09-01,2019-11-01,"Yes"
833678,"No","3+","Pass",10,"No",3,2017-02-01,2019-07-01,"Yes"
679806,"No","0-1","Pass",4,"Yes",2,2016-02-01,NA,"No"
957386,"No","3+","Pass",9,"No",2,2017-01-01,NA,"No"
654183,"No","0-1","Pass",8,"No",3,2017-03-01,2019-07-01,"Yes"
519147,"No","2","Pass+",10,"No",3,2016-04-01,2018-10-01,"Yes"
890958,"No","0-1","Concerns",9,"Yes",2,2016-04-01,NA,"No"
478721,"No","2","Pass",10,"Yes",3,2016-01-01,2018-07-01,"Yes"
769854,"No","0-1","Pass",10,"Yes",2,2016-05-01,NA,"No"
481185,"No","2","Pass",10,"No",3,2017-05-01,NA,"No"
588854,"No","0-1","Pass",9,"Yes",3,2017-01-01,2019-05-01,"Yes"
270561,"No","0-1","Concerns",10,"Yes",2,2017-02-01,NA,"No"
575050,"No","2","Pass",9,"Yes",2,2016-02-01,2016-04-01,"Yes"
692477,"Yes","0-1","Pass",3,"Yes",2,2017-01-01,2019-06-01,"Yes"
470603,"Yes","2","Concerns",10,"No",3,2016-03-01,2017-11-01,"Yes"
230713,"No","0-1","Pass",7,"Yes",2,2017-01-01,NA,"No"
652394,"No","0-1","Pass",1,"No",2,2016-11-01,2021-01-01,"Yes"
486773,"No","2","Pass",7,"No",2,2017-04-01,NA,"No"
182250,"No","2","Pass",7,"No",3,2016-02-01,NA,"No"
741256,"No","2","Concerns",10,"No",2,2016-03-01,2018-06-01,"Yes"
738558,"No","2","Pass",8,"No",2,2016-01-01,2017-12-01,"Yes"
234072,"No","0-1","Concerns",10,"No",0,2016-09-01,2018-12-01,"Yes"
427046,"No","0-1","Pass+",9,"No",2,2016-03-01,2018-01-01,"Yes"
693664,"No","0-1","Pass",10,"Yes",1,2016-04-01,2016-06-01,"Yes"
385232,"No","0-1","Pass",10,"No",2,2016-04-01,2017-11-01,"Yes"
287271,"No","0-1","Pass+",7,"No",3,2016-01-01,2018-11-01,"Yes"
574043,"No","2","Pass",10,"Yes",2,2016-02-01,2020-07-01,"Yes"
585156,"No","2","Concerns",10,"No",2,2017-06-01,2018-04-01,"Yes"
187765,"No","2","Pass",10,"No",2,2017-02-01,2017-12-01,"Yes"
943902,"No","0-1","Concerns",10,"Yes",2,2017-01-01,NA,"No"
100885,"No","2","Pass",10,"No",1,2017-11-01,2020-02-01,"Yes"
355061,"No","2","Pass",10,"No",2,2017-09-01,NA,"No"
139812,"No","2","Concerns",0,"Yes",3,2016-05-01,2016-11-01,"Yes"
791519,"No","0-1","Pass",10,"Yes",3,2016-02-01,NA,"No"
104246,"No","2","Pass",7,"Yes",2,2016-01-01,2017-10-01,"Yes"
826392,"No","2","Concerns",9,"No",3,2016-08-01,2020-09-01,"Yes"
743714,"No","2","Pass",9,"No",2,2017-04-01,NA,"No"
787407,"No","2","Pass+",7,"Yes",3,2017-02-01,NA,"No"
104469,"No","0-1","Pass",7,"No",1,2016-01-01,2016-02-01,"Yes"
927748,"No","2","Pass",10,"Yes",1,2017-02-01,2019-08-01,"Yes"
527855,"No","2","Concerns",10,"No",2,2017-02-01,2019-08-01,"Yes"
432726,"No","0-1","Pass",10,"Yes",2,2017-07-01,2020-02-01,"Yes"
871892,"No","0-1","Pass",7,"Yes",3,2017-02-01,2021-06-01,"Yes"
438993,"No","0-1","Pass",10,"No",3,2017-01-01,NA,"No"
884968,"No","3+","Pass",7,"No",3,2017-03-01,2019-10-01,"Yes"
190513,"No","0-1","Pass",10,"Yes",3,2016-04-01,NA,"No"
701591,"No","0-1","Pass",8,"Yes",2,2017-01-01,NA,"No"
865727,"No","0-1","Pass",8,"No",2,2016-01-01,NA,"No"
103774,"No","0-1","Pass",10,"Yes",3,2017-02-01,2020-12-01,"Yes"
504756,"No","0-1","Concerns",3,"Yes",3,2016-03-01,NA,"No"
875682,"No","3+","Pass",10,"Yes",2,2017-01-01,NA,"No"
479427,"No","2","Pass+",10,"No",3,2016-04-01,2017-06-01,"Yes"
797282,"No","0-1","Concerns",8,"No",3,2017-02-01,2022-01-01,"Yes"
958523,"No","0-1","Pass",6,"No",2,2016-03-01,2016-08-01,"Yes"
993306,"No","0-1","Pass",8,"No",3,2017-02-01,NA,"No"
604070,"No","2","Concerns",10,"No",2,2016-02-01,2018-04-01,"Yes"
129660,"No","0-1","Pass",10,"Yes",2,2016-03-01,2018-01-01,"Yes"
318910,"No","0-1","Pass",8,"No",3,2017-05-01,NA,"No"
212936,"No","2","Pass",9,"Yes",2,2017-01-01,NA,"No"
590756,"No","0-1","Pass",10,"Yes",3,2016-04-01,2016-08-01,"Yes"
504728,"No","0-1","Pass",9,"No",2,2017-01-01,2017-05-01,"Yes"
933170,"No","0-1","Pass",7,"Yes",3,2017-01-01,NA,"No"
856316,"No","2","Pass",2,"No",2,2016-04-01,2016-06-01,"Yes"
399182,"Yes","0-1","Concerns",10,"No",2,2016-01-01,NA,"No"
131475,"No","2","Pass",8,"No",3,2017-09-01,2019-12-01,"Yes"
469565,"Yes","0-1","Concerns",7,"Yes",2,2016-01-01,NA,"No"
394888,"No","0-1","Pass",2,"No",1,2016-03-01,2018-05-01,"Yes"
237326,"No","0-1","Pass",9,"No",2,2016-01-01,2020-03-01,"Yes"
942933,"No","2","Pass",9,"No",3,2017-02-01,2020-07-01,"Yes"
837784,"No","3+","Pass",8,"Yes",2,2017-03-01,2017-11-01,"Yes"
107567,"No","0-1","Pass",9,"No",2,2017-01-01,2021-05-01,"Yes"
809088,"No","0-1","Pass+",9,"Yes",2,2016-01-01,NA,"No"
365078,"No","0-1","Pass+",10,"Yes",3,2017-04-01,2019-01-01,"Yes"
316611,"No","0-1","Pass",10,"Yes",3,2016-01-01,NA,"No"
809873,"No","0-1","Pass",9,"Yes",3,2017-04-01,NA,"No"
625944,"No","0-1","Concerns",7,"No",3,2016-02-01,2018-04-01,"Yes"
456866,"No","0-1","Pass",2,"No",3,2016-01-01,2018-01-01,"Yes"
245721,"No","0-1","Concerns",10,"Yes",2,2017-04-01,2021-03-01,"Yes"
523009,"No","2","Pass+",9,"No",3,2016-01-01,NA,"No"
335054,"No","2","Pass",8,"No",3,2016-04-01,NA,"No"
511836,"Yes","2","Concerns",10,"No",3,2017-01-01,2020-12-01,"Yes"
241339,"No","0-1","Pass",10,"No",2,2017-02-01,NA,"No"
235818,"No","2","Concerns",9,"No",2,2016-01-01,2022-01-01,"Yes"
372301,"No","2","Concerns",8,"No",3,2016-03-01,2018-09-01,"Yes"
595826,"No","3+","Concerns",9,"Yes",2,2016-07-01,2018-02-01,"Yes"
718659,"No","0-1","Pass",8,"No",0,2017-01-01,NA,"No"
504823,"No","0-1","Pass",9,"No",2,2016-01-01,2019-02-01,"Yes"
373441,"No","0-1","Pass",10,"No",2,2017-02-01,NA,"No"
195852,"No","0-1","Pass",9,"No",2,2017-01-01,2021-08-01,"Yes"
932253,"No","3+","Pass+",10,"No",3,2017-05-01,2020-02-01,"Yes"
253308,"No","0-1","Pass",10,"Yes",3,2016-01-01,NA,"No"
249290,"No","0-1","Pass",10,"Yes",3,2016-02-01,2018-04-01,"Yes"
606106,"No","3+","Pass+",9,"No",2,2016-03-01,2018-05-01,"Yes"
516874,"No","2","Pass",10,"No",3,2016-07-01,2018-06-01,"Yes"
333293,"No","0-1","Pass",8,"No",2,2017-04-01,2017-08-01,"Yes"
948143,"No","0-1","Pass",10,"No",3,2016-03-01,NA,"No"
154258,"No","0-1","Pass+",7,"No",1,2017-08-01,2020-04-01,"Yes"
229724,"No","2","Pass",8,"No",3,2017-03-01,2019-06-01,"Yes"
573360,"No","0-1","Pass",10,"No",3,2016-01-01,NA,"No"
342259,"No","2","Pass",8,"No",2,2016-06-01,2016-09-01,"Yes"
988055,"No","2","Pass",8,"Yes",3,2016-03-01,2020-02-01,"Yes"
750333,"No","0-1","Pass+",10,"No",2,2016-07-01,2021-01-01,"Yes"
825786,"No","2","Pass",9,"Yes",2,2017-01-01,NA,"No"
703537,"No","0-1","Pass",10,"No",2,2017-01-01,NA,"No"
677510,"No","0-1","Concerns",8,"No",1,2017-03-01,2019-02-01,"Yes"
555375,"No","0-1","Pass",10,"No",3,2016-03-01,2018-04-01,"Yes"
342042,"No","0-1","Pass+",10,"No",2,2016-01-01,NA,"No"
425194,"No","2","Concerns",8,"Yes",2,2017-01-01,2018-11-01,"Yes"
731395,"No","2","Concerns",9,"No",3,2017-02-01,2017-03-01,"Yes"
942086,"No","0-1","Pass",8,"No",3,2017-08-01,NA,"No"
318027,"No","0-1","Pass",10,"No",3,2017-04-01,NA,"No"
298594,"No","2","Pass",10,"Yes",2,2017-02-01,2019-05-01,"Yes"
687778,"Yes","3+","Pass",7,"Yes",2,2017-05-01,2019-11-01,"Yes"
465537,"No","3+","Pass",10,"No",2,2016-02-01,2020-05-01,"Yes"
632206,"No","0-1","Concerns",9,"No",2,2017-01-01,2019-01-01,"Yes"
572110,"No","0-1","Pass",7,"No",3,2017-02-01,NA,"No"
215696,"Yes","0-1","Pass",9,"No",2,2016-04-01,2018-12-01,"Yes"
644536,"No","0-1","Pass",8,"No",3,2016-12-01,NA,"No"
489272,"No","2","Concerns",10,"Yes",2,2016-02-01,2016-04-01,"Yes"
113621,"No","0-1","Pass",10,"No",3,2017-06-01,NA,"No"
731523,"No","0-1","Pass",10,"Yes",3,2017-04-01,NA,"No"
891530,"Yes","2","Pass",10,"No",3,2017-04-01,NA,"No"
183393,"No","2","Pass",8,"No",3,2017-04-01,2019-12-01,"Yes"
800401,"Yes","2","Pass",10,"No",3,2016-02-01,2018-07-01,"Yes"
165741,"No","3+","Pass+",9,"No",2,2017-12-01,2021-09-01,"Yes"
912953,"Yes","0-1","Pass",10,"No",2,2017-02-01,NA,"No"
854903,"No","0-1","Pass",9,"Yes",2,2016-02-01,NA,"No"
286742,"No","0-1","Pass",10,"No",2,2016-02-01,NA,"No"
947350,"No","2","Pass",8,"No",2,2017-02-01,2019-08-01,"Yes"
299830,"No","0-1","Pass",6,"No",2,2016-02-01,2016-10-01,"Yes"
773362,"No","0-1","Pass+",10,"No",2,2016-02-01,NA,"No"
149797,"Yes","0-1","Concerns",10,"No",3,2016-01-01,NA,"No"
890475,"No","2","Pass+",9,"No",2,2016-09-01,NA,"No"
287358,"No","0-1","Pass",10,"No",3,2016-02-01,2020-07-01,"Yes"
711234,"No","2","Concerns",7,"No",2,2016-01-01,2020-02-01,"Yes"
832044,"No","2","Pass+",10,"Yes",2,2016-02-01,NA,"No"
582679,"No","0-1","Pass",2,"No",2,2017-01-01,2019-05-01,"Yes"
668995,"No","0-1","Pass",7,"No",0,2016-01-01,NA,"No"
857499,"No","2","Pass",10,"No",2,2016-02-01,2018-03-01,"Yes"
118813,"No","2","Pass",7,"No",2,2017-02-01,2021-06-01,"Yes"
928520,"No","0-1","Pass",10,"No",2,2017-09-01,NA,"No"
429355,"No","2","Pass+",10,"No",2,2016-01-01,NA,"No"
134651,"No","0-1","Pass+",9,"No",3,2016-02-01,2019-12-01,"Yes"
237301,"Yes","2","Pass",10,"No",3,2017-03-01,NA,"No"
424461,"No","0-1","Pass",9,"No",2,2017-09-01,NA,"No"
652974,"Yes","2","Pass",10,"Yes",2,2016-09-01,2020-12-01,"Yes"
747849,"No","2","Concerns",10,"Yes",3,2017-04-01,NA,"No"
211715,"No","2","Pass",2,"No",2,2017-06-01,2017-11-01,"Yes"
593286,"No","0-1","Pass",8,"No",2,2017-04-01,2019-03-01,"Yes"
330317,"No","0-1","Pass",7,"No",2,2016-01-01,2016-04-01,"Yes"
646539,"No","0-1","Pass",10,"No",3,2016-06-01,2017-11-01,"Yes"
918887,"No","0-1","Pass",10,"No",2,2016-01-01,2019-08-01,"Yes"
589619,"Yes","0-1","Pass",7,"Yes",2,2017-08-01,NA,"No"
967944,"No","2","Pass",8,"No",0,2017-02-01,2021-10-01,"Yes"
116540,"No","0-1","Pass+",9,"No",3,2017-01-01,2020-07-01,"Yes"
413863,"No","0-1","Pass",10,"No",2,2016-05-01,NA,"No"
559821,"Yes","0-1","Pass",0,"Yes",2,2016-03-01,2016-06-01,"Yes"
373372,"No","0-1","Pass+",8,"No",2,2017-06-01,2017-09-01,"Yes"
785558,"No","0-1","Pass+",8,"No",2,2016-02-01,2020-04-01,"Yes"
184315,"No","0-1","Concerns",9,"Yes",2,2016-06-01,2018-05-01,"Yes"
405218,"No","0-1","Concerns",8,"Yes",3,2017-01-01,2021-09-01,"Yes"
858853,"Yes","3+","Concerns",10,"Yes",1,2016-05-01,NA,"No"
520615,"Yes","2","Pass",2,"No",3,2016-02-01,2020-07-01,"Yes"
900695,"No","2","Pass",8,"No",3,2017-08-01,NA,"No"
718971,"Yes","2","Pass",10,"No",1,2016-06-01,2021-05-01,"Yes"
903749,"No","2","Pass",8,"No",3,2016-04-01,2018-06-01,"Yes"
419857,"No","2","Pass",9,"No",2,2017-05-01,2019-05-01,"Yes"
216865,"No","0-1","Pass",8,"No",3,2017-06-01,2019-09-01,"Yes"
353214,"No","2","Pass+",9,"No",2,2016-02-01,NA,"No"
498771,"No","0-1","Pass",10,"No",2,2017-01-01,NA,"No"
191663,"No","0-1","Pass",8,"No",2,2016-01-01,NA,"No"
750436,"No","0-1","Pass+",6,"Yes",2,2017-02-01,2019-11-01,"Yes"
283647,"No","3+","Pass+",10,"No",2,2017-05-01,2017-09-01,"Yes"
698425,"No","0-1","Pass",6,"No",2,2017-05-01,2018-03-01,"Yes"
239736,"No","0-1","Concerns",9,"No",3,2016-02-01,2017-05-01,"Yes"
467332,"No","0-1","Pass",8,"No",3,2017-01-01,NA,"No"
439768,"No","0-1","Pass",8,"No",3,2016-02-01,2018-06-01,"Yes"
769812,"Yes","0-1","Pass",10,"Yes",2,2017-01-01,2021-05-01,"Yes"
716528,"No","0-1","Pass",8,"No",3,2016-01-01,2016-04-01,"Yes"
473655,"No","2","Concerns",8,"Yes",3,2016-02-01,2016-04-01,"Yes"
955467,"No","0-1","Pass",7,"Yes",3,2017-02-01,2020-11-01,"Yes"
454254,"No","0-1","Concerns",10,"No",3,2016-04-01,2020-05-01,"Yes"
406183,"No","0-1","Pass",6,"No",2,2017-02-01,NA,"No"
487810,"No","2","Concerns",7,"No",3,2017-01-01,2019-05-01,"Yes"
851780,"No","0-1","Pass",9,"No",1,2017-06-01,2018-04-01,"Yes"
773571,"No","0-1","Pass",8,"No",2,2017-01-01,2021-10-01,"Yes"
243884,"No","0-1","Pass+",9,"Yes",2,2017-06-01,NA,"No"
913300,"No","0-1","Pass",7,"No",2,2016-01-01,2018-03-01,"Yes"
241435,"No","2","Concerns",10,"No",2,2016-05-01,NA,"No"
628259,"No","0-1","Concerns",8,"No",3,2016-01-01,NA,"No"
621464,"Yes","2","Pass+",8,"No",3,2016-07-01,NA,"No"
929871,"No","0-1","Pass",8,"No",2,2017-03-01,NA,"No"
295058,"No","0-1","Pass",7,"No",3,2017-07-01,NA,"No"
560484,"Yes","2","Pass",7,"No",2,2016-03-01,NA,"No"
843862,"No","0-1","Pass",8,"Yes",0,2017-07-01,NA,"No"
474957,"No","0-1","Pass",8,"No",2,2017-01-01,2020-07-01,"Yes"
701824,"No","3+","Pass+",3,"No",2,2016-01-01,2020-03-01,"Yes"
482074,"No","0-1","Pass",6,"Yes",2,2016-10-01,2016-12-01,"Yes"
596115,"No","0-1","Pass",2,"Yes",3,2016-02-01,NA,"No"
691041,"No","0-1","Pass",7,"No",2,2017-04-01,NA,"No"
865777,"No","0-1","Pass+",8,"Yes",2,2017-01-01,NA,"No"
798752,"Yes","0-1","Pass",1,"No",3,2016-06-01,NA,"No"
265168,"No","0-1","Pass",9,"Yes",2,2017-04-01,2021-06-01,"Yes"
982121,"No","0-1","Concerns",8,"No",2,2017-01-01,2017-09-01,"Yes"
771352,"No","0-1","Pass",7,"No",2,2017-01-01,2017-08-01,"Yes"
856272,"No","0-1","Pass",10,"Yes",3,2016-02-01,NA,"No"
985168,"No","2","Pass",9,"No",3,2017-01-01,NA,"No"
551880,"No","0-1","Concerns",10,"Yes",2,2016-06-01,2017-05-01,"Yes"
185947,"No","2","Pass",8,"No",3,2016-05-01,2017-12-01,"Yes"
955206,"No","0-1","Pass+",10,"No",2,2016-05-01,2018-08-01,"Yes"
224863,"No","3+","Pass",7,"No",2,2017-01-01,2021-05-01,"Yes"
659246,"No","0-1","Pass",8,"Yes",2,2017-02-01,NA,"No"
159096,"No","0-1","Concerns",9,"Yes",2,2017-02-01,NA,"No"
504738,"No","0-1","Concerns",10,"No",1,2017-08-01,2019-06-01,"Yes"
691380,"No","2","Pass",3,"Yes",3,2017-03-01,2020-01-01,"Yes"
702825,"No","0-1","Pass",10,"No",2,2016-11-01,2019-02-01,"Yes"
598064,"No","0-1","Pass",10,"No",3,2017-02-01,NA,"No"
439825,"No","2","Concerns",8,"Yes",3,2016-01-01,2018-04-01,"Yes"
177867,"No","0-1","Pass",9,"Yes",2,2016-01-01,2018-06-01,"Yes"
998136,"No","2","Pass",10,"No",2,2016-02-01,2016-05-01,"Yes"
943969,"No","2","Pass",6,"No",3,2016-02-01,2020-07-01,"Yes"
226611,"No","0-1","Pass+",8,"No",3,2017-01-01,NA,"No"
611830,"No","2","Pass",10,"No",3,2017-03-01,2021-03-01,"Yes"
490759,"Yes","2","Pass",7,"No",2,2017-02-01,NA,"No"
804649,"No","0-1","Pass",10,"No",2,2016-02-01,NA,"No"
383141,"No","2","Pass",10,"No",2,2017-01-01,2021-04-01,"Yes"
126239,"No","0-1","Pass",9,"No",3,2017-03-01,NA,"No"
693266,"Yes","2","Pass",10,"No",3,2016-04-01,NA,"No"
314896,"No","0-1","Pass",9,"Yes",3,2016-02-01,NA,"No"
716435,"No","0-1","Pass",10,"No",3,2017-02-01,2019-03-01,"Yes"
616269,"No","2","Concerns",8,"No",1,2017-03-01,NA,"No"
187383,"No","0-1","Pass+",10,"No",1,2017-01-01,NA,"No"
808668,"No","0-1","Concerns",7,"No",2,2017-04-01,2021-04-01,"Yes"
947728,"No","2","Pass",10,"No",3,2016-12-01,NA,"No"
699221,"No","0-1","Pass",10,"No",2,2016-01-01,2018-05-01,"Yes"
489897,"No","0-1","Pass",8,"No",2,2016-11-01,2021-09-01,"Yes"
878662,"No","2","Pass",2,"No",2,2016-03-01,2017-09-01,"Yes"
845468,"No","0-1","Pass",8,"No",3,2016-02-01,2017-12-01,"Yes"
172589,"No","2","Pass",6,"No",3,2017-07-01,2019-06-01,"Yes"
311483,"No","2","Concerns",6,"Yes",1,2016-01-01,2016-02-01,"Yes"
728934,"No","0-1","Pass",1,"No",2,2017-01-01,2018-12-01,"Yes"
381078,"No","3+","Concerns",10,"No",2,2017-02-01,2021-03-01,"Yes"
669737,"No","2","Concerns",9,"No",3,2017-03-01,2021-05-01,"Yes"
541871,"No","2","Pass",5,"No",2,2017-02-01,2019-03-01,"Yes"
640396,"No","0-1","Concerns",9,"No",2,2016-01-01,2016-04-01,"Yes"
925680,"No","0-1","Pass",10,"Yes",3,2016-02-01,NA,"No"
327206,"No","2","Concerns",10,"No",1,2016-02-01,NA,"No"
813896,"No","2","Pass",10,"No",2,2016-01-01,NA,"No"
278648,"No","0-1","Pass",9,"No",2,2016-02-01,2017-03-01,"Yes"
957057,"No","0-1","Pass+",10,"No",1,2017-09-01,NA,"No"
207117,"No","0-1","Concerns",9,"No",3,2017-02-01,2019-08-01,"Yes"
727048,"No","2","Concerns",10,"Yes",2,2017-02-01,2018-12-01,"Yes"
581608,"No","0-1","Pass",9,"No",2,2016-02-01,2018-06-01,"Yes"
272830,"No","0-1","Pass+",7,"Yes",2,2017-04-01,NA,"No"
262297,"No","0-1","Concerns",9,"Yes",3,2017-06-01,2020-10-01,"Yes"
404714,"Yes","0-1","Pass+",10,"No",3,2017-03-01,NA,"No"
871803,"No","0-1","Pass",10,"No",3,2016-01-01,2018-04-01,"Yes"
692281,"No","0-1","Pass",10,"No",2,2016-03-01,2020-05-01,"Yes"
885799,"No","0-1","Concerns",9,"No",2,2016-02-01,2020-01-01,"Yes"
303245,"No","0-1","Concerns",8,"No",2,2017-01-01,2020-09-01,"Yes"
148326,"No","0-1","Pass",8,"No",3,2017-01-01,NA,"No"
341656,"No","0-1","Concerns",7,"Yes",3,2017-06-01,2021-03-01,"Yes"
571186,"No","0-1","Pass",7,"No",3,2017-06-01,2017-09-01,"Yes"
430255,"Yes","0-1","Pass",5,"No",2,2016-06-01,NA,"No"
120785,"No","2","Pass",9,"Yes",2,2017-01-01,2019-07-01,"Yes"
611857,"No","0-1","Pass+",7,"No",2,2016-02-01,2020-05-01,"Yes"
754503,"No","0-1","Concerns",9,"No",2,2017-04-01,2019-04-01,"Yes"
515775,"No","2","Pass",10,"Yes",3,2017-02-01,2017-06-01,"Yes"
952593,"No","0-1","Concerns",8,"No",0,2016-02-01,2019-01-01,"Yes"
216644,"No","0-1","Pass",7,"No",3,2016-09-01,2021-08-01,"Yes"
371286,"No","0-1","Pass",7,"No",2,2016-01-01,2020-07-01,"Yes"
717399,"No","2","Pass",8,"No",3,2017-02-01,2019-04-01,"Yes"
634164,"No","0-1","Pass",8,"No",3,2016-01-01,2018-06-01,"Yes"
211777,"No","0-1","Pass",10,"No",3,2016-05-01,NA,"No"
303778,"No","0-1","Pass",6,"No",2,2017-03-01,2019-10-01,"Yes"
853616,"No","2","Concerns",8,"No",2,2017-01-01,2017-02-01,"Yes"
342611,"Yes","0-1","Pass",9,"No",3,2016-01-01,2018-01-01,"Yes"
649527,"No","0-1","Concerns",4,"Yes",2,2017-01-01,2019-02-01,"Yes"
885294,"No","2","Pass",9,"Yes",3,2017-09-01,2020-01-01,"Yes"
282199,"No","2","Concerns",10,"No",2,2016-03-01,2018-03-01,"Yes"
139637,"No","0-1","Pass",7,"Yes",0,2017-03-01,2021-05-01,"Yes"
291954,"No","0-1","Pass",10,"No",1,2017-01-01,2017-06-01,"Yes"
558090,"No","0-1","Concerns",9,"No",2,2017-06-01,2018-04-01,"Yes"
488219,"No","3+","Pass",10,"No",2,2017-04-01,2021-06-01,"Yes"
626060,"No","0-1","Pass",9,"No",1,2017-02-01,2017-09-01,"Yes"
856568,"Yes","2","Pass",8,"No",3,2016-05-01,NA,"No"
673418,"Yes","0-1","Concerns",0,"No",1,2016-02-01,NA,"No"
352355,"No","0-1","Pass",9,"No",2,2017-01-01,NA,"No"
873776,"No","2","Pass+",7,"No",3,2017-05-01,NA,"No"
786569,"No","0-1","Concerns",6,"No",2,2017-02-01,2018-11-01,"Yes"
862391,"No","2","Pass+",10,"No",2,2016-02-01,2016-09-01,"Yes"
372048,"No","0-1","Pass",6,"Yes",2,2017-05-01,2021-11-01,"Yes"
252825,"No","0-1","Concerns",7,"Yes",3,2017-01-01,NA,"No"
865889,"No","0-1","Pass",10,"No",2,2016-01-01,2020-02-01,"Yes"
488819,"No","0-1","Pass",2,"No",2,2016-02-01,2017-04-01,"Yes"
403876,"No","0-1","Concerns",8,"No",2,2016-02-01,NA,"No"
121658,"No","0-1","Pass",7,"No",3,2016-01-01,2016-08-01,"Yes"
887148,"No","0-1","Pass",10,"No",2,2016-08-01,2019-08-01,"Yes"
475601,"No","0-1","Concerns",9,"No",2,2016-05-01,NA,"No"
340726,"No","2","Concerns",10,"No",2,2016-02-01,NA,"No"
